	biking	heart.disease
88	14.62541107	14.47896012
89	28.10306125	12.79455485
90	34.68024108	8.33171807
91	6.94746345	18.68979793
92	26.86066205	13.48768887
93	41.01932285	10.26488992
94	31.93273825	13.17374097
95	69.8771469	6.07248546
96	63.02985367	6.356719169
97	21.34999932	13.79968304
98	3.81133785	18.46235132
99	67.51410645	6.582685079
100	12.58089344	14.85568485
101	61.23219723	4.361606171
102	64.33230408	7.707397642
103	31.87243934	10.52602928
104	11.93656171	14.39144836
105	52.36026811	7.816388638
106	22.51663773	11.66476484
107	49.76482164	6.264574362
108	22.7926359	10.91176546
109	49.74874772	8.700197876
110	68.20412211	1.966448192
111	15.18510123	14.58782526
112	58.04690125	6.559335823
113	69.49968843	5.753653628
114	2.616134505	14.85177662
115	2.1363434	19.24268784
116	25.77157053	14.42934845
117	11.61564578	14.41148296
118	17.19745622	15.19818432
119	27.68166193	11.50759515
120	9.648095836	15.57636834
121	65.62195609	4.044246911
122	46.55622823	10.54279017
123	48.30047218	7.29927744
124	15.14129181	13.61913001
125	71.57935106	4.090764839
126	4.681249725	15.86858278
127	22.47672275	14.83034396
128	49.29620052	6.073792277
129	17.64813542	15.13896804
130	9.413778075	13.52507124
131	64.91566811	3.774387967
132	3.950367197	14.63576932
133	67.34245706	3.744498374
134	71.2389548	6.001522671
135	70.32387831	5.235731203
136	28.42490128	13.00384229
137	73.71373241	2.989067702
138	56.05803164	5.523931023
139	21.588199	11.37428982
140	16.27616083	13.59875475
141	26.98868993	12.92167259
142	11.32681438	14.52434891
143	55.58058409	5.726827025
144	50.60380235	10.6355905
145	60.40173934	7.572614227
146	71.48675064	3.668427308
147	37.97850712	10.10679383
148	48.6921149	9.599094052
149	40.01640021	7.65818704
150	32.14855255	8.873984686
151	12.31828291	17.75859481
152	31.6596669	12.09312438
153	55.84189302	4.5002273
154	28.82695275	12.81263706
155	55.47228696	4.916383448
156	54.35403357	7.591797278
157	70.33169887	3.037431769
158	54.06260915	8.051195107
159	59.57564529	8.519927863
160	2.818204165	18.48295977
161	30.46033498	8.936582938
162	22.34344951	15.90854932
163	14.69688602	13.25820347
164	70.90281539	6.335021535
165	35.33511321	9.751894218
166	72.17376645	2.828356704
167	44.69821671	7.449412576
168	70.36136631	3.897109851
169	7.619083897	18.68813042
170	29.67363351	9.387907823
171	28.48568308	11.28605704
172	67.42329135	5.809494544
173	10.1450692	14.80480652
174	59.98990412	7.474371976
175	38.15501455	11.56228077
176	15.46600982	13.37742996
177	73.76771348	2.354808488
178	31.17962919	9.861728832
179	5.201611005	15.64311421
180	50.24961427	5.541906627
181	60.94014072	5.415917388
182	20.06867359	12.68849543
183	41.21121472	7.590166038
184	72.39485563	1.870109962
185	10.61096908	16.74603561
186	45.57983566	9.798483355
187	29.65850581	12.81780712
188	40.0568539	9.392639341
189	5.510299936	16.01392085
190	32.05652946	11.53606521
191	46.8428697	10.25058467
192	42.42500696	8.828236139
193	31.21237409	9.775385894
194	13.17662789	14.54775452
195	33.77973904	6.944297479
196	70.69008341	2.708460558
197	60.28495096	4.947990786
198	16.00360515	15.36628772
199	39.67721903	9.543655676
200	12.88518529	16.27258633
201	35.02345049	12.5158362
202	10.34375322	17.44851596
203	20.64089251	14.55728788
204	63.23803721	5.560921644
205	23.98456492	11.55625734
206	44.01489735	8.503746301
207	67.12792378	2.55115063
208	36.53804978	8.495033885
209	7.8314809	17.56045135
210	40.39540086	6.739080697
211	16.24991446	17.35457709
212	47.58466113	11.59990322
213	15.48136244	14.94075602
214	70.08519567	2.239216933
215	1.330484949	20.45349623
216	61.5426923	4.973461333
217	23.09777128	10.69478886
218	65.06991694	2.185650784
219	71.01454157	4.076823472
220	64.06598248	7.286252377
221	61.1527601	3.522976323
222	22.67236751	16.77863456
223	49.72874	5.073074638
224	35.48079418	11.37299715
225	59.4618852	5.690648862
226	31.69759256	12.5378281
227	62.77210775	4.934578285
228	58.66854235	6.662075317
229	25.25414043	12.04651471
230	22.7227009	11.29631616
231	1.616922212	16.33511864
232	10.35364789	14.08865401
233	44.72158632	7.645024844
234	29.22409838	13.64437258
235	66.11159274	4.590048135
236	46.72848815	7.825535869
237	39.17242664	10.71508694
238	9.93761745	16.38467802
239	61.3938452	6.838184668
240	21.60822843	13.9959895
241	6.28361039	17.59816609
242	61.43613622	7.620662935
243	1.25784112	16.73686331
244	4.699862547	15.56947935
245	54.93822312	6.294498798
246	7.749030351	13.28152871
247	49.56342441	8.1434851
248	29.73140329	12.99647582
249	45.71626654	9.230074251
250	47.53732053	8.937893157
251	35.72601558	10.54602509
252	35.91225141	11.43800997
253	26.91998989	12.16116783
254	34.162508	13.20604304
255	51.90053819	9.59462272
256	73.14314626	1.685722748
257	52.55088586	7.492555769
258	10.66401365	15.44189233
259	34.63485106	8.896103892
260	37.69318924	11.17731783
261	72.4216794	0.712181916
262	30.16148477	9.835474427
263	67.12140542	3.118151731
264	10.26199991	17.10603952
265	17.52575048	11.9488893
266	66.84001381	0.987536446
267	70.29973941	1.104820358
268	34.22959012	11.27141781
269	42.59486633	11.60093943
270	73.98723683	3.835345065
271	69.31082894	2.20165297
272	38.63665791	9.513383906
273	24.699356	12.10740996
274	55.3702533	7.231069254
275	32.17021364	9.904971294
276	67.7796327	4.680097452
277	16.05772413	14.65635211
278	39.33321683	9.324473948
279	37.66518982	11.10563057
280	28.48024574	11.72957034
281	73.93290953	5.334037387
282	61.31397142	4.841927955
283	67.82219515	6.261703807
284	1.466300638	20.18529061
285	61.92551075	6.857174314
286	25.66500421	13.64326712
287	36.23760756	12.75120951
288	45.45760677	10.86552244
289	49.02295874	5.842968039
290	63.79942818	7.618803467
291	4.470325635	13.77983595
292	47.69586635	10.17494002
293	4.341424458	15.17271638
294	66.97162031	5.795598225
295	34.03264582	10.38194382
296	13.62534649	11.82088543
297	54.82143276	6.223784431
298	18.20556686	13.90297942
299	51.6927011	6.952054963
300	7.480636769	16.64188074
301	47.35522746	9.095748552
302	38.20429037	11.77859616
303	33.74264304	10.23358752
304	40.55501508	6.573050755
305	70.20859615	5.319094081
306	26.15500937	12.35139034
307	17.75172265	11.42968598
308	71.84704392	2.062861914
309	60.02197939	4.113878625
310	60.27038991	4.591172841
311	33.92220534	11.38520909
312	43.30051901	6.55857962
313	22.89158914	10.97176085
314	57.09567058	4.626965863
315	40.12404858	9.904920861
316	37.33253809	10.70423419
317	32.63437345	10.37756908
318	43.9093415	11.43351131
319	15.48999927	15.23996546
320	52.03408119	8.268983146
321	3.960526122	19.43196008
322	61.30389134	5.478908725
323	56.36751173	6.808399684
324	34.53005114	10.7291815
325	70.95055776	0.704996051
326	44.57277054	8.310897656
327	9.816417449	16.79138276
328	14.24269482	17.37053383
329	15.1373846	12.73449685
330	39.90548903	8.885863281
331	13.73069011	14.29836253
332	51.56368278	8.549094954
333	74.01107992	3.296217768
334	13.93986451	15.98937136
335	36.3748616	11.62982898
336	14.73298878	14.40807501
337	6.178653798	15.97785224
338	8.128955516	14.44377369
339	9.727759175	15.58854296
340	20.22677354	16.51787152
341	46.02084632	9.231970666
342	33.2846189	11.26948428
343	19.9090008	14.46601284
344	8.633642753	14.48581209
345	50.89803081	10.8115183
346	1.576451984	14.43439401
347	10.38919266	16.96162801
348	28.89631255	13.72411827
349	68.02942518	4.066094813
350	5.471788337	17.618062
351	48.77785123	8.997636593
352	61.35669116	4.946090165
353	64.17393085	6.060988596
354	2.977160304	15.16277524
355	69.99234155	3.689364461
356	65.96376582	2.718664145
357	19.37455304	11.54371921
358	57.9950695	5.717733442
359	9.661735286	13.62735182
360	24.95399347	13.67058211
361	62.06105246	6.715077931
362	49.88879615	5.32612719
363	69.77619108	4.524275982
364	29.57874217	11.83113832
365	59.86901828	7.322332186
366	19.07148798	16.60982571
367	20.80389396	11.05830551
368	2.633934612	16.37566221
369	39.94408476	10.04906694
370	48.54768015	6.507947455
371	26.33203009	15.11656364
372	15.34719365	17.26923335
373	74.58377912	2.911659886
374	61.53499338	5.905445789
375	19.65133486	11.76978595
376	23.31554645	13.75157748
377	14.70021219	17.01715825
378	13.37770087	17.2139369
379	32.48462601	13.19170331
380	39.2468995	10.38856551
381	8.522309844	17.8578487
382	37.17718651	10.50368896
383	70.70068272	2.828484065
384	68.21273293	4.480993023
385	31.71446331	13.01604512
386	65.2017132	7.184946369
387	64.37691756	7.330375695
388	67.2567548	4.63151664
389	21.53767609	10.36614232
390	63.59672681	3.453026717
391	39.99301029	9.509418431
392	70.57896804	2.654706134
393	54.10132442	8.85410742
394	22.35828829	15.03082073
395	60.58461463	3.349137889
396	61.29624068	3.397843318
397	41.44328424	7.149178702
398	58.43043271	3.233833217
399	71.67031703	0.554697107
400	61.00814942	3.59867874
401	69.67178178	5.850516957
402	19.31320593	16.26510297
403	38.16686548	7.257946191
404	24.76031908	11.57767161
405	12.94955858	18.63969217
406	17.96636327	16.16479395
407	4.158496185	17.05893586
408	50.83796627	7.930601225
409	8.7965723	16.52729331
410	27.42399615	11.59440991
411	5.78273314	15.83693361
412	4.44566782	18.67345733
413	30.12072646	14.989813
414	29.04791951	13.77023156
415	26.72329248	11.42411485
416	38.11656014	8.345573538
417	45.85985488	5.80954305
418	62.02104941	6.959501989
419	6.057336085	17.13374459
420	4.731341008	19.58172599
421	25.76723351	13.17500068
422	25.90699735	13.64807731
423	71.93057699	4.113218816
424	57.97840631	7.500611846
425	21.82255515	13.37980742
426	15.37193772	14.07164504
427	67.47175871	4.695520528
428	64.48541886	2.97876856
429	35.73666663	9.571891247
430	6.324213819	14.80814956
431	64.03375111	8.570583303
432	66.0155022	4.184770145
433	3.22029087	16.49963894
434	36.32819388	9.780165121
435	29.86657646	9.44689882
436	57.47592493	6.036012939
437	18.12678379	13.33442806
438	31.84730852	13.28367033
439	63.7531046	3.402080375
440	30.51944365	11.6585708
441	74.2058161	1.573428998
442	33.02024659	8.55785408
443	22.53076101	13.71963899
444	2.010307605	14.00749014
445	11.09902165	14.89796087
446	25.30164945	13.19317529
447	33.15713734	12.06281468
448	28.56994124	12.074926
449	60.03174724	5.072281245
450	18.95114628	13.47050633
451	24.72798178	13.72373963
452	74.90711081	1.094488714
453	10.53012466	15.58199858
454	74.21049447	4.296377008
455	36.29053586	12.56652251
456	55.1987769	7.015990178
457	57.0446094	5.728134936
458	68.65890612	5.356975193
459	40.31745819	6.785234306
460	31.41733201	9.79323988
461	71.44041514	3.263402155
462	34.83657946	13.37033916
463	39.34984862	8.867925085
464	73.84816724	0.551898154
465	40.76484765	8.462952312
466	60.63041555	5.976427604
467	74.5087789	4.303189014
468	56.21080604	6.512675556
469	11.65802854	17.47394032
470	6.295050809	17.76211484
471	60.58735507	4.938058929
472	56.15154308	10.16120206
473	74.22199095	4.63139832
474	25.44304721	12.35803516
475	36.36831795	11.28294616
476	25.8876933	10.88741342
477	59.35025258	7.665345915
478	11.88344692	12.78845054
479	4.817058316	18.50366373
480	7.582143402	18.08126842
481	54.18100216	5.351619232
482	33.26201487	10.37232868
483	36.08621974	9.731544804
484	55.6639432	6.916258639
485	22.71966061	10.8938936
486	41.17899091	7.831384749
487	22.02189296	13.77063936
488	69.92796251	6.756015455
489	41.64207216	5.925680289
490	70.1944108	4.70700936
491	50.83190803	5.585493228
492	68.88406513	3.10933775
493	21.59923046	12.37369096
494	47.66043959	11.29439158
495	45.09720266	9.616762485
496	8.279743388	13.49516765
497	42.34586343	10.11586515
498	30.77425409	11.84355576
